club_name,club_name_roi,seasonal_advertising_equivalent_low_eur,seasonal_advertising_equivalent_base_eur,seasonal_advertising_equivalent_high_eur,tv_matches_available,tv_match_coverage_pct,tv_audience_sum,tv_aev_base_eur,predicted_sponsorship_eur_m,predicted_sponsorship_eur,total_media_value_base_eur,social_roi_proxy_pct,total_roi_absolute_proxy_eur,total_roi_proxy_pct,social_media_value_eur_m,tv_media_value_eur_m,total_media_value_eur_m,total_roi_absolute_proxy_eur_m,league_final,absolute_roi_eur_m,social_roi_pct,total_roi_pct,media_cost_coverage_pct,tv_methodology,tv_audience_fully_observed,pre_tv_ready,live_uk_tv_matches,tv_audience_proxy_avg_per_match,tv_audience_proxy_sum,tv_cpm_low_eur,tv_aev_low_eur,tv_cpm_base_eur,tv_cpm_high_eur,tv_aev_high_eur,total_media_value_low_eur,total_media_value_high_eur,total_roi_absolute_proxy_low_eur,total_roi_absolute_proxy_base_eur,total_roi_absolute_proxy_high_eur,total_roi_proxy_low_pct,total_roi_proxy_base_pct,total_roi_proxy_high_pct,total_media_cost_coverage_low_pct,total_media_cost_coverage_base_pct,total_media_cost_coverage_high_pct,absolute_roi_proxy_eur_m,tv_matches,tv_audience_source,tv_audience_metric,tv_audience_is_proxy,tv_broadcasters,stadium_capacity,total_attendance,average_attendance,attendance_utilization,tv_attendance_weight,tv_audience_proxy_avg_low_per_match,tv_audience_proxy_sum_low,tv_audience_proxy_avg_base_per_match,tv_audience_proxy_sum_base,tv_audience_proxy_avg_high_per_match,tv_audience_proxy_sum_high,tv_audience_is_observed,tv_proxy_method,tv_proxy_baseline_avg_viewers,tv_proxy_attendance_benchmark,tv_proxy_anchor_season,tv_target_season
Le Havre,Le Havre,60640.632,91290.748,151271.78,,,,109403.48418491482,31.28,31280000.0,200694.2321849148,-99.7081497826087,,,0.091290748,0.1094034841849148,0.2006942321849148,,Ligue 1,-31.07930576781509,-99.7081497826087,-99.35839439838584,0.6416056016141778,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,201109.34592815227,6837717.761557177,14.0,76582.4389294404,16.0,18.0,147694.70364963505,137223.07092944038,298966.48364963505,-31142776.92907056,-31079305.767815087,-30981033.516350366,-99.5613073180005,-99.35839439838584,-99.04422479651652,0.4386926819994897,0.6416056016141778,0.955775203483488,-31.07930576781509,34.0,,,True,,25178.0,343710.0,20218.0,0.803002621336087,0.7234149134106197,160887.47674252183,5470174.209245742,201109.34592815227,6837717.761557177,241331.21511378273,8205261.313868613,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Lens,Lens,293995.552,443288.328,732693.88,,,,205278.9878345499,68.94,68940000.0,648567.3158345498,-99.35699401218451,,,0.4432883279999999,0.2052789878345499,0.6485673158345499,,Ligue 1,-68.29143268416544,-99.35699401218451,-99.05922930688344,0.9407706931165504,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,377351.0805782167,12829936.739659367,14.0,143695.2914841849,16.0,18.0,277126.6335766423,437690.84348418494,1009820.5135766424,-68502309.15651582,-68291432.68416545,-67930179.48642336,-99.36511336889444,-99.05922930688344,-98.53521828607973,0.6348866311055772,0.9407706931165504,1.464781713920282,-68.29143268416544,34.0,,,True,,38223.0,644914.0,37936.0,0.9924914318603982,1.357377987691427,301880.8644625734,10263949.391727494,377351.0805782167,12829936.739659367,452821.29669386,15395924.08759124,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Lille,Lille,741718.7359999999,1115878.104,1850996.84,,,,229526.54014598543,47.01,47010000.0,1345404.6441459856,-97.6262963114231,,,1.115878104,0.2295265401459854,1.3454046441459857,,Ligue 1,-45.66459535585401,-97.6262963114231,-97.13804585376306,2.86195414623694,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,421923.78703306144,14345408.759124087,14.0,160668.5781021898,16.0,18.0,309860.82919708034,902387.3141021896,2160857.6691970807,-46107612.68589781,-45664595.35585401,-44849142.33080292,-98.08043540926997,-97.13804585376306,-95.4034084892638,1.919564590730036,2.86195414623694,4.596591510736185,-45.66459535585401,34.0,,,True,,50186.0,721086.0,42417.0,0.8451958713585462,1.517711464147703,337539.02962644916,11476327.007299272,421923.78703306144,14345408.759124087,506308.5444396737,17214490.510948908,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Lyon,Lyon,1916903.352,2882071.028,4785542.38,,,,273919.9610705596,41.69,41690000.0,3155990.9890705594,-93.08690086831376,,,2.882071028,0.2739199610705596,3.1559909890705593,,Ligue 1,-38.534009010929445,-93.08690086831376,-92.42986090412435,7.5701390958756525,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,503529.3402032346,17119997.566909976,14.0,191743.97274939172,16.0,18.0,369791.9474452555,2108647.3247493915,5155334.327445256,-39581352.675250605,-38534009.01092944,-36534665.672554746,-94.94207885644184,-92.42986090412435,-87.6341225055283,5.057921143558147,7.5701390958756525,12.36587749447171,-38.534009010929445,34.0,,,True,,59186.0,860555.0,50621.0,0.8552867232115703,1.8112566194360955,402823.4721625876,13695998.05352798,503529.3402032346,17119997.566909976,604235.2082438815,20543997.08029197,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Marseille,Marseille,2136547.896,3219951.844,5326239.739999999,,,,344600.95377128955,65.28,65280000.0,3564552.7977712895,-95.06747572916667,,,3.219951844,0.3446009537712896,3.5645527977712894,,Ligue 1,-61.71544720222871,-95.06747572916667,-94.53959436615918,5.460405633840823,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,633457.6356089881,21537559.610705595,14.0,241220.66763990265,16.0,18.0,465211.2875912409,2377768.563639903,5791451.027591241,-62902231.4363601,-61715447.20222871,-59488548.97240876,-96.35758492089477,-94.53959436615918,-91.12829193077322,3.642415079105243,5.460405633840823,8.871708069226777,-61.71544720222871,34.0,,,True,,67394.0,1082609.0,63683.0,0.9449357509570584,2.27862458852154,506766.1084871905,17230047.688564476,633457.6356089881,21537559.610705595,760149.1627307858,25845071.532846715,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Monaco,Monaco,2843077.248,4271215.872,7101093.12,,,,50648.75912408759,29.56,29560000.0,4321864.631124088,-85.5506905548038,,,4.271215872000001,0.0506487591240875,4.321864631124088,,Ligue 1,-25.238135368875913,-85.5506905548038,-85.37934833855181,14.6206516614482,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,93104.336625161,3165547.4452554747,14.0,35454.131386861314,16.0,18.0,68375.82481751824,2878531.3793868613,7169468.944817519,-26681468.62061314,-25238135.368875913,-22390531.05518248,-90.26207246486176,-85.37934833855181,-75.74604551820866,9.737927535138232,14.6206516614482,24.253954481791336,-25.238135368875913,34.0,,,True,,18525.0,159117.0,9360.0,0.5052631578947369,0.334907685702018,74483.46930012881,2532437.956204379,93104.336625161,3165547.4452554747,111725.2039501932,3798656.934306569,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Montpellier,Montpellier,168636.32799999998,253495.092,421050.22,,,,73002.39416058395,30.820152282714844,30820152.282714844,326497.48616058397,-99.1775021431605,,,0.253495092,0.0730023941605839,0.326497486160584,,Ligue 1,-30.49365479655426,-99.1775021431605,-98.94063636296924,1.0593636370307509,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,134195.57750107342,4562649.635036496,14.0,51101.67591240876,16.0,18.0,98553.2321167883,219738.00391240875,519603.45211678825,-30600414.278802436,-30493654.79655426,-30300548.830598056,-99.2870314140672,-98.94063636296924,-98.3140788943856,0.7129685859328037,1.0593636370307509,1.6859211056144012,-30.49365479655426,34.0,,,True,,22000.0,229347.0,13491.0,0.6132272727272727,0.4827179046801202,107356.46200085874,3650119.708029197,134195.57750107342,4562649.635036496,161034.6930012881,5475179.562043795,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Nantes,Nantes,303483.728,456682.492,757252.42,,,,163791.37712895375,35.1,35100000.0,620473.8691289538,-98.69891027920228,,,0.456682492,0.1637913771289537,0.6204738691289537,,Ligue 1,-34.479526130871044,-98.69891027920228,-98.23226817911976,1.7677318208802102,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,301087.0903105768,10236961.07055961,14.0,114653.96399026764,16.0,18.0,221118.3591240876,418137.69199026766,978370.7791240877,-34681862.30800973,-34479526.13087104,-34121629.22087591,-98.80872452424424,-98.23226817911976,-97.21261886289436,1.1912754757557482,1.7677318208802102,2.7873811371056627,-34.479526130871044,34.0,,,True,,35322.0,514565.0,30269.0,0.856944680369175,1.083047087448118,240869.67224846143,8189568.856447688,301087.0903105768,10236961.07055961,361304.50837269216,12284353.284671534,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Nice,Nice,478549.008,720721.512,1193474.52,,,,131486.5596107056,39.29,39290000.0,852208.0716107056,-98.16563626368033,,,0.720721512,0.1314865596107056,0.8522080716107056,,Ligue 1,-38.437791928389295,-98.16563626368033,-97.83097971084068,2.1690202891593424,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,241703.23457850295,8217909.9756691,14.0,92040.59172749391,16.0,18.0,177506.85547445255,570589.599727494,1370981.3754744525,-38719410.4002725,-38437791.928389296,-37919018.62452555,-98.54774853721686,-97.83097971084068,-96.51060988680466,1.4522514627831355,2.1690202891593424,3.489390113195349,-38.437791928389295,34.0,,,True,,36178.0,413085.0,24299.0,0.6716512797832938,0.8694360956061257,193362.5876628023,6574327.98053528,241703.23457850295,8217909.9756691,290043.8814942035,9861491.97080292,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Paris Saint-Germain,Paris Saint-Germain,28919167.5,43631966.25,72044703.75,,,,257984.0,165.55,165550000.0,43889950.25,-73.64423663545756,,,43.63196625,0.257984,43.88995025,,Ligue 1,-121.66004975,-73.64423663545756,-73.48840214436726,26.51159785563274,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,474235.29411764705,16124000.0,14.0,180588.8,16.0,18.0,348278.39999999997,29099756.3,72392982.15,-136450243.7,-121660049.75,-93157017.85,-82.42237614013892,-73.48840214436726,-56.27122793717909,17.57762385986107,26.51159785563274,43.7287720628209,-121.66004975,34.0,,,True,,48583.0,810491.0,47676.0,0.9813309182224236,1.7058823529411764,379388.2352941177,12899200.0,474235.29411764705,16124000.0,569082.3529411765,19348800.0,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Reims,Reims,126908.128,190625.692,317006.82,,,,84620.22384428224,37.8582878112793,37858287.8112793,275245.91584428225,-99.49647566485244,,,0.190625692,0.0846202238442822,0.2752459158442822,,Ligue 1,-37.58304189543501,-99.49647566485244,-99.272957305369,0.7270426946309942,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,155551.88206669528,5288763.99026764,14.0,59234.15669099756,16.0,18.0,114237.30218978102,186142.28469099756,431244.12218978105,-37672145.5265883,-37583041.89543501,-37427043.689089514,-99.50831826938686,-99.272957305369,-98.860899033946,0.4916817306131296,0.7270426946309942,1.1391009660539864,-37.58304189543501,34.0,,,True,,20519.0,265841.0,15638.0,0.7621229104732199,0.5595391441248032,124441.50565335625,4231011.192214112,155551.88206669528,5288763.99026764,186662.25848003436,6346516.788321168,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Rennes,Rennes,274964.664,413647.196,686211.46,,,,148131.3868613139,55.41,55410000.0,561778.5828613138,-99.25347916260604,,,0.413647196,0.1481313868613138,0.5617785828613139,,Ligue 1,-54.84822141713869,-99.25347916260604,-98.98614224352768,1.0138577564723223,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,272300.34349506226,9258211.678832116,14.0,103691.9708029197,16.0,18.0,199977.37226277377,378656.6348029197,886188.8322627738,-55031343.36519708,-54848221.41713869,-54523811.16773722,-99.31662762172364,-98.98614224352768,-98.40066985695222,0.6833723782763395,1.0138577564723223,1.599330143047778,-54.84822141713869,34.0,,,True,,29778.0,465370.0,27375.0,0.9193028410235744,0.979497638471447,217840.2747960498,7406569.343065694,272300.34349506226,9258211.678832116,326760.4121940747,11109854.01459854,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Saint-Etienne,Saint-Etienne,313416.216,471684.924,781979.94,,,,163255.6690997567,45.74889373779297,45748893.73779297,634940.5930997566,-98.96896977071523,,,0.471684924,0.1632556690997567,0.6349405930997566,,Ligue 1,-45.11395314469321,-98.96896977071523,-98.61211814926308,1.3878818507369388,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,300102.3329039645,10203479.318734791,14.0,114278.9683698297,16.0,18.0,220395.1532846715,427695.1843698297,1002375.0932846714,-45321198.55342314,-45113953.14469321,-44746518.644508295,-99.06512453214468,-98.61211814926308,-97.8089632089691,0.9348754678553296,1.3878818507369388,2.191036791030891,-45.11395314469321,34.0,,,True,,41965.0,512892.0,30170.0,0.718932443703086,1.0795047946185774,240081.8663231716,8162783.454987835,300102.3329039645,10203479.318734791,360122.7994847574,12244175.182481753,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Strasbourg,Strasbourg,174198.18399999998,262300.276,434492.46,,,,104858.08272506084,35.66,35660000.0,367158.3587250608,-99.26444117779025,,,0.262300276,0.1048580827250608,0.3671583587250608,,Ligue 1,-35.29284164127494,-99.26444117779025,-98.97039159078784,1.029608409212173,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,192753.82853871473,6553630.170316301,14.0,73400.65790754257,16.0,18.0,141558.41167883208,247598.84190754255,576050.871678832,-35412401.158092454,-35292841.64127494,-35083949.12832117,-99.30566785780272,-98.97039159078784,-98.38460215457422,0.6943321421972589,1.029608409212173,1.6153978454257767,-35.29284164127494,34.0,,,True,,32300.0,329425.0,19378.0,0.599938080495356,0.6933590954630027,154203.0628309718,5242904.13625304,192753.82853871473,6553630.170316301,231304.59424645768,7864356.204379561,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
Toulouse,Toulouse,186188.488,279972.932,464781.0200000001,,,,142049.2068126521,26.24,26240000.0,422022.1388126521,-98.93302998475608,,,0.2799729319999999,0.1420492068126521,0.4220221388126521,,Ligue 1,-25.817977861187348,-98.93302998475608,-98.39168392220787,1.6083160777921193,Historical league TV baseline weighted by 2024/25 club attendance,False,True,,261119.86546443397,8878075.425790755,14.0,99434.44476885644,16.0,18.0,191766.4291970803,285622.93276885647,656547.4491970803,-25954377.067231145,-25817977.861187343,-25583452.55080292,-98.91149796963089,-98.39168392220787,-97.49791368446236,1.0885020303691175,1.6083160777921193,2.502086315537654,-25.817977861187348,34.0,,,True,,33150.0,446267.0,26251.0,0.7918853695324284,0.9392800915986832,208895.8923715472,7102460.340632604,261119.86546443397,8878075.425790755,313343.83855732076,10653690.510948906,False,Ligue 1 2023/24 historical TV baseline weighted by club 2024/25 average attendance,278000.0,27948.0,2023/24,2024/25
